cpd_index,r1,r2,r3,smiles,expt_t_max_count,r1_reagent,r2_reagent,r3_reagent,protein,expt,mw,log_p
OpenDEL0013-317-60-184,317,60,184,CCn1cnnc1NC(=O)c1ccc(CN[C@H](CC(=O)NC)Cc2ccccc2)cn1,8,OC(C[C@@H](NC(OCC1C2=C(C=CC=C2)C3=C1C=CC=C3)=O)CC4C=CC=CC=4)=O,COC(C1C=CC(C=O)=CN=1)=O,CCN1C=NN=C1N,neg_control,expt007,421.50500000000017,1.7822999999999998
OpenDEL0013-317-60-189,317,60,189,CNC(=O)C[C@H](Cc1ccccc1)NCc1ccc(C(=O)NCC2(CN(C)C)CCCC2)nc1,5,OC(C[C@@H](NC(OCC1C2=C(C=CC=C2)C3=C1C=CC=C3)=O)CC4C=CC=CC=4)=O,COC(C1C=CC(C=O)=CN=1)=O,NCC1(CN(C)C)CCCC1,neg_control,expt007,465.6420000000004,2.7704000000000004
OpenDEL0013-317-60-406,317,60,406,CCC(CCNC(=O)c1ccc(CN[C@H](CC(=O)NC)Cc2ccccc2)cn1)N1CCCC1=O,5,OC(C[C@@H](NC(OCC1C2=C(C=CC=C2)C3=C1C=CC=C3)=O)CC4C=CC=CC=4)=O,COC(C1C=CC(C=O)=CN=1)=O,NCCC(N1CCCC1=O)CC,neg_control,expt007,479.6250000000003,2.4395000000000007
OpenDEL0013-323-60-332,323,60,332,CNC(=O)CC(NCc1ccc(C(=O)N2CCC(Cc3ncon3)CC2)nc1)c1cccc2ccccc12,6,OC(CC(C1C=CC=C2C=1C=CC=C2)NC(OCC3C4=C(C=CC=C4)C5=C3C=CC=C5)=O)=O,COC(C1C=CC(C=O)=CN=1)=O,N1CCC(CC2N=CON=2)CC1,neg_control,expt007,512.6140000000003,3.679700000000002
OpenDEL0013-326-60-185,326,60,185,CNC(=O)CC(CC(C)(C)C)NCc1ccc(C(=O)N2CCN(CC(=O)N3CCCCC3C)CC2)nc1,5,OC(CC(NC(OCC1C2=C(C=CC=C2)C3=C1C=CC=C3)=O)CC(C)(C)C)=O,COC(C1C=CC(C=O)=CN=1)=O,CC1CCCCN1C(CN2CCNCC2)=O,neg_control,expt007,514.7150000000005,2.270900000000002
OpenDEL0013-328-60-315,328,60,315,CNC(=O)CC(NCc1ccc(C(=O)NCC2CC(OCc3ccccc3)C2)nc1)c1ccc(OC)cc1,7,COC1C=CC(C(NC(OCC2C3=C(C=CC=C3)C4=C2C=CC=C4)=O)CC(=O)O)=CC=1,COC(C1C=CC(C=O)=CN=1)=O,NCC1CC(OCC2C=CC=CC=2)C1,neg_control,expt007,516.6420000000003,3.7824000000000026
OpenDEL0013-33-60-510,33,60,510,COc1cc(NC(=O)c2ccc(CN[C@@H]3CN(C(C)=O)C[C@H]3c3ccccc3)cn2)ccc1N1CCCC1,6,CC(OC(N[C@@H]1CNC[C@H]1C2C=CC=CC=2)=O)(C)C,COC(C1C=CC(C=O)=CN=1)=O,COC1C=C(N)C=CC=1N2CCCC2,neg_control,expt007,513.6420000000003,4.046800000000004
OpenDEL0013-331-51-320,331,51,320,CNC(=O)c1sc(CNCc2cnc(C(=O)Nc3cnn(C4CCN(C)CC4)c3)cc2C)nc1C,5,O=C(OCC1C2=C(C=CC=C2)C3=C1C=CC=C3)NCC4=NC(C)=C(C(=O)O)S4,COC(C1N=CC(C=O)=C(C)C=1)=O,CN1CCC(N2N=CC(N)=C2)CC1,neg_control,expt007,496.64100000000036,2.5198400000000003
OpenDEL0013-331-51-46,331,51,46,CNC(=O)c1sc(CNCc2cnc(C(=O)Nc3nnc(C4CC4)n3C)cc2C)nc1C,5,O=C(OCC1C2=C(C=CC=C2)C3=C1C=CC=C3)NCC4=NC(C)=C(C(=O)O)S4,COC(C1N=CC(C=O)=C(C)C=1)=O,NC1=NN=C(C2CC2)N1C,neg_control,expt007,454.5600000000003,2.0625399999999994
OpenDEL0013-338-60-353,338,60,353,CNC(=O)CC(NCc1ccc(C(=O)N2CCC(n3cnc4c3CCCC4)C2)nc1)c1cccc(OC)c1,5,COC1C=CC=C(C(NC(OCC2C3=C(C=CC=C3)C4=C2C=CC=C4)=O)CC(=O)O)C=1,COC(C1C=CC(C=O)=CN=1)=O,C1NCC(N2C=NC3=C2CCCC3)C1,neg_control,expt007,516.6460000000004,3.2197000000000013
OpenDEL0013-44-5-287,44,5,287,COCCS(=O)(=O)c1ccc(CNC(=O)c2ccc(CNc3cccc(NC(C)=O)c3C)cn2)cc1,5,CC(OC(NC1C=CC=C(N)C=1C)=O)(C)C,O=CC1C=CC(C(=O)O)=NC=1,COCCS(C1C=CC(CN)=CC=1)(=O)=O,neg_control,expt007,510.6160000000002,3.310620000000002
OpenDEL0013-68-5-190,68,5,190,CC(=O)N1CCCc2cc(NCc3ccc(C(=O)NC(c4cnn(C)c4)c4ccccn4)nc3)ccc21,5,CC(OC(NC1C=CC2=C(CCCN2)C=1)=O)(C)C,O=CC1C=CC(C(=O)O)=NC=1,CN1N=CC(C(C2C=CC=CN=2)N)=C1,neg_control,expt007,495.58700000000016,3.6407000000000025
OpenDEL0013-75-60-272,75,60,272,CNC(=O)C[C@H](Cc1ccc(C(F)(F)F)cc1)NCc1ccc(C(=O)NC(C)c2cccc(-n3ccnc3)c2)nc1,5,OC(C[C@H](CC1C=CC(C(F)(F)F)=CC=1)NC(OCC2C3=C(C=CC=C3)C4=C2C=CC=C4)=O)=O,COC(C1C=CC(C=O)=CN=1)=O,CC(C1C=CC=C(N2C=CN=C2)C=1)N,neg_control,expt007,564.6120000000002,4.614100000000003
OpenDEL0013-75-60-428,75,60,428,CNC(=O)C[C@H](Cc1ccc(C(F)(F)F)cc1)NCc1ccc(C(=O)NCCc2nc3ccccc3n2C)nc1,5,OC(C[C@H](CC1C=CC(C(F)(F)F)=CC=1)NC(OCC2C3=C(C=CC=C3)C4=C2C=CC=C4)=O)=O,COC(C1C=CC(C=O)=CN=1)=O,NCCC1=NC2=C(C=CC=C2)N1C,neg_control,expt007,552.6010000000002,3.7966000000000015
OpenDEL0013-83-60-314,83,60,314,CNC(=O)C[C@@H](Cc1ccccc1Cl)NCc1ccc(C(=O)NC2CC(COCc3ccccc3)C2)nc1,6,OC(C[C@@H](CC1C=CC=CC=1Cl)NC(OC(C)(C)C)=O)=O,COC(C1C=CC(C=O)=CN=1)=O,NC1CC(COCC2C=CC=CC=2)C1,neg_control,expt007,535.0880000000003,4.297200000000003
OpenDEL0013-92-60-300,92,60,300,CNC(=O)C[C@H](Cc1cccc(Cl)c1)NCc1ccc(C(=O)NC(c2ccc(C)o2)C(F)(F)F)nc1,5,OC(C[C@H](CC1C=CC=C(Cl)C=1)NC(OC(C)(C)C)=O)=O,COC(C1C=CC(C=O)=CN=1)=O,CC1=CC=C(C(C(F)(F)F)N)O1,neg_control,expt007,522.9550000000002,4.506820000000003
OpenDEL0013-92-60-305,92,60,305,CNC(=O)C[C@H](Cc1cccc(Cl)c1)NCc1ccc(C(=O)NCCc2ccc(NC(=O)OC)cc2)nc1,6,OC(C[C@H](CC1C=CC=C(Cl)C=1)NC(OC(C)(C)C)=O)=O,COC(C1C=CC(C=O)=CN=1)=O,NCCC1C=CC(NC(OC)=O)=CC=1,neg_control,expt007,538.0480000000002,3.722800000000002
OpenDEL0013-92-60-323,92,60,323,CNC(=O)C[C@H](Cc1cccc(Cl)c1)NCc1ccc(C(=O)Nc2c(C(F)(F)F)nn(C)c2C)nc1,5,OC(C[C@H](CC1C=CC=C(Cl)C=1)NC(OC(C)(C)C)=O)=O,COC(C1C=CC(C=O)=CN=1)=O,CN1N=C(C(F)(F)F)C(N)=C1C,neg_control,expt007,522.9590000000002,3.8850200000000017
OpenDEL0021-17-2-197,17,2,197,CNC(=O)[C@@H](CCCc1ccccc1)NC(=O)c1ccc2[nH]n(CC3=CCN(C)CC3)c(=O)c2c1,5,OC([C@H](NC(OCC1C2=C(C=CC=C2)C3=C1C=CC=C3)=O)CCCC4C=CC=CC=4)=O,COC(C1C=C(C(=O)O)C=CC=1[N+]([O-])=O)=O,NCC(CCN(C)C1)=C1,neg_control,expt007,475.59300000000036,2.458799999999999
OpenDEL0021-90-2-4165,90,2,4165,CCn1cc(CN2CCCC(CNC(=O)c3cc(C(=O)NC4COc5c(cccc5C(=O)NC)C4)ccc3N)C2)cn1,5,O=C(OCC1C2=C(C=CC=C2)C3=C1C=CC=C3)NC4COC5=C(C=CC=C5C(=O)O)C4,COC(C1C=C(C(=O)O)C=CC=1[N+]([O-])=O)=O,NCC1CCCN(CC2C=NN(CC)C=2)C1,neg_control,expt007,573.6980000000001,2.2203000000000017
OpenDEL0026-1-23-1278,1,23,1278,CNC(=O)[C@H](Cc1cn([C@@H]2C[C@H]2c2cccc(F)c2)nn1)NC(=O)c1ccccc1C1CCC1,5,C#CC[C@H](NC(OCC1C2=C(C=CC=C2)C3=C1C=CC=C3)=O)C(=O)O,FC1C=CC=C([C@@H]2C[C@H]2N)C=1,OC(C1C=CC=CC=1C2CCC2)=O,neg_control,expt007,461.5410000000002,3.5004000000000017
OpenDEL0023-13-144-1218,13,144,1218,CNC(=O)c1ccc(N[C@@H](COCc2ccccc2)C(=O)NCc2noc(C3CCCO3)n2)nc1,5,OC(C1C=CC(F)=NC=1)=O,OC([C@H](COCC1C=CC=CC=1)N)=O,NCC1=NOC(C2CCCO2)=N1,neg_control,expt007,480.5250000000003,1.9893999999999992
OpenDEL0023-2-175-117,2,175,117,CNC(=O)Cc1cncc(NC(Cc2ccc(F)c(F)c2)C(=O)Nc2cc(C)ccc2C#N)n1,5,OC(CC1C=NC=C(Cl)N=1)=O,OC(C(CC1C=CC(F)=C(F)C=1)N)=O,N#CC1C=CC(C)=CC=1N,neg_control,expt007,464.47600000000017,2.8853
OpenDEL0039-179-56-286,179,56,286,CCc1ncc(C(=O)N2CCC(CCC(=O)N3CCOC[C@H]3c3nc(C(=O)NC)ccc3C)C2)[nH]1,5,CC1C([C@H]2N(C(OC(C)(C)C)=O)CCOC2)=NC(C(O)=O)=CC=1,OC(CCC1CCN(C(OCC2C3=C(C=CC=C3)C4=C2C=CC=C4)=O)C1)=O,CCC1=NC=C(C(=O)O)[NH]1,neg_control,expt007,482.5850000000002,1.8775200000000003
OpenDEL0039-723-25-54,723,25,54,CNC(=O)c1ncc([C@@H]2C[C@@H]3C[C@@H]3N2C(=O)C2CN(C(=O)c3cc(OC)n[nH]3)CCN2C)cc1C,5,CC1C(C(O)=O)=NC=C([C@H]2N(C(OC(C)(C)C)=O)[C@H]([C@@H]3C2)C3)C=1,OC(C1CN(C(OC(C)(C)C)=O)CCN1C)=O,COC1=N[NH]C(C(=O)O)=C1,neg_control,expt007,481.55700000000024,0.5996200000000016
OpenDEL0038-211-7-227,211,7,227,CNC(=O)C1CCCN1C(=O)c1ccc(Nc2ccc(N3CCN(C(=O)C4CCNC(=O)CC4)CC3)c(F)c2)cc1,8,BrC1C=CC(C(N2CCCC2C(=O)O)=O)=CC=1,NC1C=CC(N2CCN(C(OC(C)(C)C)=O)CC2)=C(F)C=1,O=C1NCCC(C(=O)O)CC1,neg_control,expt007,564.6620000000005,2.4848
OpenDEL0038-349-12-227,349,12,227,CNC(=O)c1ccc(Nc2ccc(C3CCN(C(=O)C4CCNC(=O)CC4)CC3)cc2)cc1,6,OC(C1C=CC(Br)=CC=1)=O,NC1C=CC(C2CCN(C(OC(C)(C)C)=O)CC2)=CC=1,O=C1NCCC(C(=O)O)CC1,neg_control,expt007,448.5670000000003,3.4121000000000015
OpenDEL0038-361-12-143,361,12,143,CNC(=O)c1cc(Nc2ccc(C3CCN(C(=O)c4c[nH]c(C#N)c4)CC3)cc2)cc2[nH]nnc12,13,OC(C1C=C(Br)C=C2C=1N=N[NH]2)=O,NC1C=CC(C2CCN(C(OC(C)(C)C)=O)CC2)=CC=1,N#CC1[NH]C=C(C(=O)O)C=1,neg_control,expt007,468.52100000000013,3.280680000000001
OpenDEL0038-427-11-227,427,11,227,CNC(=O)c1ccc(Nc2cc(C3CCN(C(=O)C4CCNC(=O)CC4)CC3)[nH]n2)cc1C(F)(F)F,13,OC(C1C=CC(Cl)=CC=1C(F)(F)F)=O,NC1=N[NH]C(C2CCN(C(OC(C)(C)C)=O)CC2)=C1,O=C1NCCC(C(=O)O)CC1,neg_control,expt007,506.5290000000003,3.1540000000000017
OpenDEL0038-442-13-105,442,13,105,CNC(=O)C1CC1c1ccc(Nc2cccc(COCCN(C)C(=O)CC3(C#N)CCOCC3)c2)cc1,5,BrC1C=CC(C2CC2C(=O)O)=CC=1,NC1C=CC=C(COCCN(C(OC(C)(C)C)=O)C)C=1,OC(CC1(CCOCC1)C#N)=O,neg_control,expt007,504.6310000000005,3.965180000000003
OpenDEL0038-445-11-227,445,11,227,CNC(=O)C(CC(C)C)c1ccc(OC)c(Nc2cc(C3CCN(C(=O)C4CCNC(=O)CC4)CC3)[nH]n2)c1,6,CC(CC(C1C=CC(OC)=C(Br)C=1)C(=O)O)C,NC1=N[NH]C(C2CCN(C(OC(C)(C)C)=O)CC2)=C1,O=C1NCCC(C(=O)O)CC1,neg_control,expt007,538.6930000000004,3.6599000000000013
OpenDEL0038-449-12-227,449,12,227,CNC(=O)c1c(F)cc(Nc2ccc(C3CCN(C(=O)C4CCNC(=O)CC4)CC3)cc2)cc1F,5,OC(C1C(F)=CC(Br)=CC=1F)=O,NC1C=CC(C2CCN(C(OC(C)(C)C)=O)CC2)=CC=1,O=C1NCCC(C(=O)O)CC1,neg_control,expt007,484.54700000000037,3.6903000000000024
OpenDEL0038-504-12-227,504,12,227,CNC(=O)Cc1cccc(Nc2ccc(C3CCN(C(=O)C4CCNC(=O)CC4)CC3)cc2)c1,7,OC(CC1C=CC=C(I)C=1)=O,NC1C=CC(C2CCN(C(OC(C)(C)C)=O)CC2)=CC=1,O=C1NCCC(C(=O)O)CC1,neg_control,expt007,462.59400000000034,3.341000000000001
OpenDEL0038-506-11-227,506,11,227,CNC(=O)c1c(C)nc2ccc(Nc3cc(C4CCN(C(=O)C5CCNC(=O)CC5)CC4)[nH]n3)cn12,16,ClC1C=CC(N2C=1)=NC(C)=C2C(=O)O,NC1=N[NH]C(C2CCN(C(OC(C)(C)C)=O)CC2)=C1,O=C1NCCC(C(=O)O)CC1,neg_control,expt007,492.58400000000034,2.0913199999999996
OpenDEL0038-517-7-227,517,7,227,CNC(=O)c1ccc(Nc2ccc(N3CCN(C(=O)C4CCNC(=O)CC4)CC3)c(F)c2)cc1,5,OC(C1C=CC(Cl)=CC=1)=O,NC1C=CC(N2CCN(C(OC(C)(C)C)=O)CC2)=C(F)C=1,O=C1NCCC(C(=O)O)CC1,neg_control,expt007,467.5450000000003,2.4937999999999994
OpenDEL0038-523-11-227,523,11,227,CNC(=O)Cc1ccc(C)c(Nc2cc(C3CCN(C(=O)C4CCNC(=O)CC4)CC3)[nH]n2)c1,25,OC(CC1C=CC(C)=C(Br)C=1)=O,NC1=N[NH]C(C2CCN(C(OC(C)(C)C)=O)CC2)=C1,O=C1NCCC(C(=O)O)CC1,neg_control,expt007,466.5860000000003,2.3725199999999997
OpenDEL0038-96-12-227,96,12,227,CCOc1c(Nc2ccc(C3CCN(C(=O)C4CCNC(=O)CC4)CC3)cc2)ccc(CCC(=O)NC)c1F,6,CCOC1C(Cl)=CC=C(CCC(=O)O)C=1F,NC1C=CC(C2CCN(C(OC(C)(C)C)=O)CC2)=CC=1,O=C1NCCC(C(=O)O)CC1,neg_control,expt007,538.6640000000004,4.268900000000003
OpenDEL0005-19-338-92,19,338,92,CNC(=O)C1CN(c2nc(Nc3cc(C(C)(C)C)nn3-c3ccccc3)cc(N3CCC(c4ccn[nH]4)CC3)n2)C1,18,OC(C1CN(C(OCC2C3=C(C=CC=C3)C4=C2C=CC=C4)=O)C1)=O,N1CCC(C2=CC=N[NH]2)CC1,C1C=CC(N2N=C(C(C)(C)C)C=C2N)=CC=1,neg_control,expt007,554.703,3.992700000000002
OpenDEL0005-21-444-429,21,444,429,CCC(C)c1ccc(Nc2cc(NC3CCN(C)C3)nc(N[C@H](C(=O)NC)[C@@H](C)CC)n2)cc1,5,CC[C@@H]([C@H](NC(OCC1C2=C(C=CC=C2)C3=C1C=CC=C3)=O)C(=O)O)C,CN1CCC(N)C1,CCC(C1C=CC(N)=CC=1)C,neg_control,expt007,467.6620000000002,4.422300000000003
OpenDEL0005-45-109-116,45,109,116,CCCCC(Nc1nc(Nc2ccc3c(c2)CC(C)O3)cc(NC(C)Cc2cc(C)[nH]n2)n1)C(=O)NC,5,CCCCC(NC(OCC1C2=C(C=CC=C2)C3=C1C=CC=C3)=O)C(=O)O,CC(CC1=N[NH]C(C)=C1)N,NC1C=CC2=C(CC(C)O2)C=1,neg_control,expt007,506.6550000000002,4.334920000000001
OpenDEL0005-5-109-667,5,109,667,CCC(Nc1cc(NC(C)Cc2cc(C)[nH]n2)nc(N[C@H](C(=O)NC)C2CCCC2)n1)c1cccnc1,5,OC([C@H](C1CCCC1)NC(OCC2C3=C(C=CC=C3)C4=C2C=CC=C4)=O)=O,CC(CC1=N[NH]C(C)=C1)N,CCC(C1C=CC=NC=1)N,neg_control,expt007,505.6710000000003,4.2261200000000025
OpenDEL0005-5-97-83,5,97,83,CNC(=O)[C@@H](Nc1nc(NCc2ncn[nH]2)cc(Nc2ccc(OC)c(OC)c2)n1)C1CCCC1,6,OC([C@H](C1CCCC1)NC(OCC2C3=C(C=CC=C3)C4=C2C=CC=C4)=O)=O,NCC1=NC=N[NH]1,COC1C=CC(N)=CC=1OC,neg_control,expt007,481.5610000000004,2.6842999999999995
OpenDEL0011-16-28-641,16,28,641,CNC(=O)c1ccc(Cn2cccc2CN2CCN(C(=O)C(C)c3cn(C)c4ccccc34)C(C)C2)cc1,5,O=CC1=CC=CN1CC2C=CC(C(=O)O)=CC=2,CC(OC(N1CCNCC1C)=O)(C)C,OC(C(C1=CN(C)C2=C1C=CC=C2)C)=O,neg_control,expt007,511.67000000000024,4.2241000000000035
OpenDEL0011-75-30-608,75,30,608,CCOc1cc(CN(CC)CCNC(=O)C2(c3ccc(F)cc3)CCCC2)cc(Cl)c1OCC(=O)NC,5,CCOC1C=C(C=O)C=C(Cl)C=1OCC(=O)O,CCNCCNC(OC(C)(C)C)=O,FC1C=CC(C2(C(=O)O)CCCC2)=CC=1,neg_control,expt007,534.0720000000003,4.452700000000004
OpenDEL0011-91-117-664,91,117,664,CNC(=O)CCc1ccc(CN2CCC23CN(C(=O)c2cccc(Oc4ccccc4)c2)C3)o1,5,O=CC1=CC=C(CCC(=O)O)O1,CC(C)(C)OC(=O)N1CC2(CCN2)C1,OC(C1C=CC=C(OC2C=CC=CC=2)C=1)=O,neg_control,expt007,459.54600000000016,3.8510000000000026
OpenDEL0036-2-402-1731,2,402,1731,CN(C)Cc1cc(-c2ccccc2C(N)=O)cnc1N1CCC(C(=O)NC[C@@H]2CCCO2)CC1,5,O=CC1C=C(Br)C=NC=1N2CCC(C(=O)O)CC2,OB(C1C=CC=CC=1C(=O)N)O,NC[C@@H]1CCCO1,neg_control,expt007,465.5980000000004,2.4207
OpenDEL0014-228-30-810,228,30,810,,5,OC(C1CNCCC1(F)F)=O,O=C(OC(C)(C)C)NCC1(CCNC1)C,Null,neg_control,expt007,,
OpenDEL0014-268-26-809,268,26,809,,5,OC(C1C=CC=CC=1C2CCNCC2)=O,CC(OC(N[C@@H]1C[C@@H](C(N(C)C)=O)CC[C@@H]1N)=O)(C)C,Null,neg_control,expt007,,
OpenDEL0014-311-66-466,311,66,466,Cc1ccn2cc(-c3cn(C[C@H]4C[C@H](NC(=O)c5ccc(-c6ccc(CN(C)C)o6)cc5)C4)nn3)nc2c1,5,O=CC1=CC=C(C2C=CC(C(=O)O)=CC=2)O1,O=C(OC(C)(C)C)NC[C@H]1C[C@H](N)C1,O=CC1N=C2N(C=CC(C)=C2)C=1,neg_control,expt007,509.61400000000026,4.431420000000004
OpenDEL0043-250-140,250,140,0,CC(C)N1CC(NC(=O)c2cc(NC(=O)c3ccc(-c4ccco4)cn3)cn(C)c2=O)C1,5,CC(N1CC(N)C1)C,OC(C1C=CC(C2=CC=CO2)=CN=1)=O,,neg_control,expt007,435.4840000000002,2.115
OpenDEL0028-104-93-277,104,93,277,CNC(=O)c1ccc(OCC(=O)NCC2(F)CCN(Cc3nc(OC)ccc3Cl)CC2)cc1,9,COC(COC1C=CC(C(=O)O)=CC=1)=O,NCC1(CCN(C(OC(C)(C)C)=O)CC1)F,COC1C=CC(Cl)=C(C=O)N=1,neg_control,expt007,478.9520000000002,2.602500000000001
OpenDEL0028-151-56-57,151,56,57,CC(=O)N1CCC(CC(=O)Nc2ccc3c(c2)CCN(CCCc2ccc(OC(C)C)cc2)C3)CC1,7,CCOC(CC1CCNCC1)=O,CC(OC(N1CCC2=C(C=CC(N)=C2)C1)=O)(C)C,O=CCCC1C=CC(OC(C)C)=CC=1,neg_control,expt007,491.67600000000044,5.051800000000005
OpenDEL0028-16-35-360,16,35,360,CNC(=O)c1cc(C)c(C(=O)N[C@H]2CCN(Cc3ccc(-c4ccc(OC)cc4)cc3)C2)o1,5,COC(C1OC(C(=O)O)=CC=1C)=O,CC(OC(N1CC[C@H](N)C1)=O)(C)C,O=CC1C=CC(C2C=CC(OC)=CC=2)=CC=1,neg_control,expt007,447.5350000000002,3.6275200000000023
OpenDEL0028-212-81-996,212,81,996,CN(C)CCCC(=O)N1CCN(Cc2cccc(F)c2N2CCOCC2)C[C@H]1Cc1ccccc1,5,CNCCCC(=O)O,CC(OC(N1CCN[C@H](CC2C=CC=CC=2)C1)=O)(C)C,O=CC1C=CC=C(F)C=1N2CCOCC2,neg_control,expt007,482.64400000000035,3.2596000000000025
OpenDEL0028-226-93-59,226,93,59,CC(C)c1ncc(CN2CCC(F)(CNC(=O)c3cccc4c3CCCN4C)CC2)cn1,5,OC(C1C=CC=C2C=1CCCN2)=O,NCC1(CCN(C(OC(C)(C)C)=O)CC1)F,O=CC1C=NC(C(C)C)=NC=1,neg_control,expt007,439.57900000000024,3.7165000000000026
OpenDEL0028-231-112-53,231,112,53,COCCCC1(CN2CC(CNC(=O)CC3CCN(C)C3)OC(C)(C)C2)CCC1,5,OC(CC1CCNC1)=O,NCC1CN(C(OC(C)(C)C)=O)CC(C)(C)O1,COCCCC1(CCC1)C=O,neg_control,expt007,409.6150000000003,2.5207000000000006
OpenDEL0028-89-47-187,89,47,187,CNC(=O)c1ccc(C(=O)N2CCC3(CCN(Cc4c(C(F)(F)F)nn(C)c4Cl)C3)CC2)c(C)n1,5,CCOC(C1C=CC(C(=O)O)=NC=1C)=O,CC(OC(N1CCC2(CCNCC2)C1)=O)(C)C,O=CC1=C(Cl)N(C)N=C1C(F)(F)F,neg_control,expt007,512.9640000000002,3.2836200000000026
OpenDEL0031-1-118-58,1,118,58,CNC(=O)C1CCN(c2ncc(-c3coc4ccccc34)cc2CN2CCN(CCO)CC2)CC1,5,O=CC1C=C(Br)C=NC=1N2CCC(C(=O)O)CC2,OB(C1=COC2=C1C=CC=C2)O,OCCN1CCNCC1,neg_control,expt007,477.60900000000044,2.567100000000001
OpenDEL0031-1-301-2631,1,301,2631,CCCc1cnc(NCc2cc(-c3cccc(OCCOC)c3)cnc2N2CCC(C(=O)NC)CC2)s1,5,O=CC1C=C(Br)C=NC=1N2CCC(C(=O)O)CC2,COCCOC1C=CC=C(B(O)O)C=1,CCCC1=CN=C(N)S1,neg_control,expt007,523.7030000000003,4.757300000000003
OpenDEL0031-1-368-690,1,368,690,CNC(=O)C1CCN(c2ncc(-c3cccc(CSC)c3)cc2CNc2n[nH]cc2C2CCC2)CC1,5,O=CC1C=C(Br)C=NC=1N2CCC(C(=O)O)CC2,CSCC1C=CC=C(B(O)O)C=1,NC1=N[NH]C=C1C2CCC2,neg_control,expt007,504.70400000000035,5.176700000000005
OpenDEL0031-1-534-596,1,534,596,CCCCc1ccc(NCc2cc(-c3cccc(C(F)(F)F)c3)cnc2N2CCC(C(=O)NC)CC2)cc1,5,O=CC1C=C(Br)C=NC=1N2CCC(C(=O)O)CC2,OB(C1C=CC=C(C(F)(F)F)C=1)O,CCCCC1C=CC(N)=CC=1,neg_control,expt007,524.6310000000003,6.684500000000007
OpenDEL0031-1-649-2019,1,649,2019,CNC(=O)C1CCN(c2ncc(-c3ccc(C(F)(F)F)c(F)c3)cc2CN2CCCCc3ccncc32)CC1,5,O=CC1C=C(Br)C=NC=1N2CCC(C(=O)O)CC2,FC1C=C(B2OC(C)(C)C(C)(C)O2)C=CC=1C(F)(F)F,C1CCC2=C(C=NC=C2)NC1,neg_control,expt007,541.5930000000002,5.606800000000006
OpenDEL0031-10-183-1741,10,183,1741,CNC(=O)C1CC(Oc2cc(-c3cncc(-c4ccccc4)c3)ccc2CN(C)Cc2noc(C3CC3)n2)C1,7,O=CC1C=CC(Br)=CC=1OC2CC(C(=O)O)C2,OB(C1C=NC=C(C2C=CC=CC=2)C=1)O,CNCC1=NOC(C2CC2)=N1,neg_control,expt007,523.6370000000003,5.211400000000005
OpenDEL0031-10-23-573,10,23,573,CNC(=O)C1CC(Oc2cc(-c3ccc(C(F)(F)F)nc3)ccc2CNc2ccc(C)c(F)c2)C1,5,O=CC1C=CC(Br)=CC=1OC2CC(C(=O)O)C2,OB(C1C=CC(C(F)(F)F)=NC=1)O,NC1C=CC(C)=C(F)C=1,neg_control,expt007,487.4970000000002,5.730420000000004
OpenDEL0031-10-257-261,10,257,261,CNC(=O)C1CC(Oc2cc(-c3ccsc3C(F)(F)F)ccc2CNc2ncc(Cl)cc2F)C1,5,O=CC1C=CC(Br)=CC=1OC2CC(C(=O)O)C2,FC(C1SC=CC=1B2OC(C)(C)C(C)(C)O2)(F)F,ClC1C=NC(N)=C(F)C=1,neg_control,expt007,513.9440000000002,6.1369000000000025
OpenDEL0031-10-271-2681,10,271,2681,CNC(=O)C1CC(Oc2cc(-c3cc4c[nH]nc4cc3C)ccc2CN2CC(N3CCCCC3)C2)C1,6,O=CC1C=CC(Br)=CC=1OC2CC(C(=O)O)C2,OB(C1=CC2C(=N[NH]C=2)C=C1C)O,C1CCN(C2CNC2)CC1,neg_control,expt007,487.6480000000005,4.111820000000003
OpenDEL0031-10-344-2649,10,344,2649,CCc1n[nH]c(NCc2ccc(-c3cn(C)nc3C(C)C)cc2OC2CC(C(=O)NC)C2)c1C,5,O=CC1C=CC(Br)=CC=1OC2CC(C(=O)O)C2,CC(C1=NN(C)C=C1B2OC(C)(C)C(C)(C)O2)C,CCC1=N[NH]C(N)=C1C,neg_control,expt007,464.6140000000003,4.319920000000003
OpenDEL0031-10-396-1687,10,396,1687,CNC(=O)C1CC(Oc2cc(-c3ccc(C)c(F)c3F)ccc2CNCCS(=O)(=O)N(C)C)C1,5,O=CC1C=CC(Br)=CC=1OC2CC(C(=O)O)C2,OB(C1C=CC(C)=C(F)C=1F)O,NCCS(N(C)C)(=O)=O,neg_control,expt007,495.59200000000027,2.8246200000000012
OpenDEL0031-10-407-1319,10,407,1319,CCOc1cccc(-c2ccc(CN(C)Cc3cc(C4CC4)on3)c(OC3CC(C(=O)NC)C3)c2)c1,5,O=CC1C=CC(Br)=CC=1OC2CC(C(=O)O)C2,CCOC1C=CC=C(B(O)O)C=1,CNCC1=NOC(C2CC2)=C1,neg_control,expt007,489.61600000000027,5.153100000000004
OpenDEL0031-10-438-309,10,438,309,CNC(=O)C1CC(Oc2cc(-c3cnn(CCC(C)C)c3)ccc2CNc2cc(C)c(Cl)cc2C)C1,5,O=CC1C=CC(Br)=CC=1OC2CC(C(=O)O)C2,CC(CCN1N=CC(B2OC(C)(C)C(C)(C)O2)=C1)C,CC1C=C(N)C(C)=CC=1Cl,neg_control,expt007,509.0940000000003,6.381940000000006
